Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
아야 ~ ,Ouch ~,0.571548,0.697850,0.619948
뭐가 웃겨 이것들아 아파죽겠는데...,What's funny is that these things will hurt ...,0.574470,0.650356,0.730696
괜찮아? 어디 봐?,OK? Where do you look?,0.480723,0.448948,0.770042
아 ~ 괜찮아 ,Ah ~ it's okay,0.538362,0.641591,0.764990
이구 이 덜렁아 ~ 지진 나는 줄 알았다. ,I think this is a sloppy ~ earthquake.,0.576193,0.677298,0.777013
하~ 꿈꿨어 .... 하 뭐 이런 꿈을 꾸지?,Ha ~ I had a dream .... ha What are you dreaming like?,0.626120,0.626070,0.776989
이 빨갱이들.. 하필이면 시험 마지막 날 쳐들어오고 있어. 명효야! 그거 하나만 .... ,These reds ... They're coming in on the last day of the exam. Myeonghyo! That's only one ....,0.592609,0.635877,0.788147
웬 양이 이렇게 많아? ,How many are there?,0.484442,0.603608,0.759847
이게 진짜 죽을래? 이거나 도와줘 ,Will this really die? Or help me,0.508621,0.595807,0.825781
아 배야 아~ 어제 라면 먹지 말걸. 명효야 이것 좀 걷어서 세면장으로 와 .  아~,"Ah, my stomach ah ~ Don't eat ramen yesterday. Myeong-hyo, come walk to the toilet. Oh~",0.555230,0.577498,0.792926
아 똥.... 야 좀 빨리 나와 . 아아 !!,"Oh shit ... Hey, come out a little faster. Ah !!",0.532896,0.622181,0.743914
누가 이나 좀 도와줘라. 오늘 빨갱이 쳐들어와서 신경이 예민하시다. ㅎㅎ,"Someone help me. Today, red pepper comes in and is nervous. hehe",0.492464,0.604099,0.799686
이명효.. 너 볼일 보고나서 두고 봐 죽었어....,"Lee Myeong-hyo .. After seeing your work, I left you dead ...",0.466631,0.512883,0.766368
너 그러다 싸겠다. ,You will be cheap.,0.514202,0.616224,0.781197
야!,Hey!,0.323217,0.323217,0.540353
응 영양제 먹었어. 엄마. 응 알았어... ,"Yes, I took a nutritional supplement. Mom. yea, I got it...",0.548649,0.685850,0.804569
전화 좀 나가서 받을래?,Would you like to go out and answer the phone?,0.545500,0.589374,0.727698
엄마 끊어  남 상관 말고 니 할일이나 해,"Don't care about your mom, do your job",0.456066,0.586407,0.807992
여기 너 혼자만 있어? 신경 쓰이니까 나가서 전화 하라구 . ,"Are you alone here? I'm worried, so go out and call me.",0.443854,0.559647,0.821952
엄마 없는 건 니 사정이지 나한테 왜 그래,"It's your situation without a mother, why do you do that to me",0.613381,0.580591,0.752352
뭐 이 새끼야? ,What is this kid?,0.688380,0.711644,0.791085
강이나 좀 조용히 하자. 공부하는 사람들 있잖아 ... ,Let the river be quiet. There are people who study ...,0.544783,0.581175,0.806552
입에 금수저 물고 난 자제분들 이라고 서로 편먹는 거니 너 네들.... ,Are you guys complaining to me that I'm a child who has a gold spoon in my mouth?,0.557311,0.606879,0.763696
말이 좀 심하다.,I'm a little speechless.,0.572503,0.556512,0.698043
엄마 놓고 이상한 소리 해댄 건 니들이야,It's you who made a strange noise over your mother.,0.521366,0.567179,0.756001
내가 언제 엄마를 걸고 넘어졌니? ,When did I fall on my mother?,0.446233,0.567141,0.833058
학교에서는 엘리트 행세 다 하고 다니면서 니들끼리 이상한 말 퍼트리고 다니는 거 ,"At school, you're all elite, spreading strange words among yourself.",0.487603,0.646794,0.834430
말 좀 가려서 해라. 추하다.... 너 엄마 없는 건 사실이잖아,Do some hiding. Ugly ... It's true that you don't have a mother.,0.532593,0.580137,0.769456
이것들이 선생님들까지 벌벌 기니까 뵈는 게 없지?!,"Since these are punished even by the teachers, there is nothing to lose!",0.652214,0.670287,0.756300
그거야 능력이지... ,That's the ability ...,0.644769,0.749357,0.696296
아니지 편법이지,"No, it's a shortcut",0.544886,0.649821,0.695939
너랑 상대하는 시간이 아깝다. 선생님한테 그대로 얘기해 줄까?,It's a waste of time dealing with you. Would you like to talk to the teacher?,0.545814,0.656489,0.807248
육성회장님 한테 얘기하는 게 아니구?,You're not talking to President Foster Sung?,0.594375,0.630860,0.772983
억울하면 넌 강현한테 일러. ,"If it is unfair, you will tell Kang Hyun.",0.601444,0.655631,0.740766
너 되게 유치하구나.,You are so childish.,0.464529,0.585282,0.803550
"야야 주번, 일루 와~ 이거 장난감 핸드폰 아니야? 다시 가져와 임마","Hey, lord, come on. Isn't this a toy phone? Bring it back dude",0.493972,0.642070,0.818173
아 새끼 거 냄새난다. 임마~ 얼마나 마신거야?,"Oh, it smells like a baby. How long have you been drinking?",0.585497,0.585497,0.724795
김세임  땜에 죽도록 마셨어요. 중간에 도망가면 어떡해요.,I died because of Kim Se-im. What to do if you run away.,0.478548,0.576551,0.828989
시험문제 검수하느라고 전날 날 꼬박 샜어 너무 피곤하더라고.,I was so tired that I woke up the day before checking the test questions.,0.558022,0.577653,0.778091
선배는 시험을 무슨 예술로 보는 경향이 있어. 대충 퍼다 가 내면 되지.,Seniors tend to see the test as an art. You just need to spread it out.,0.547068,0.670616,0.822759
야 임마 내신 하나에 애들 미래가 달라져... 변별력 있게 내야지 너처럼 대충 하면 되겠어? ,"Hey guys, the future of the kids is different for one ... I have to be discerning.",0.496285,0.628896,0.819105
선배가 고민해서 안해도 우리학교 애들 다 지들이 알아서 열심히 해.,"Even if my seniors don't worry about it, all the kids in our school take care of it.",0.638776,0.637793,0.771747
네 안녕 하세요 선생님,Yes hello teacher,0.398817,0.693652,0.871929
왜 이렇게 안색이 안 좋으세요.,Why are you so uncomfortable?,0.567580,0.624500,0.719341
그런가요?,is that so?,0.688983,0.724949,0.636149
저 샘은 웃는 걸 본 적이 없어 ,That Sam never saw me smile.,0.520535,0.644321,0.784964
어때 이쁘잖아,How's it pretty,0.639844,0.639844,0.740734
아니 학교에 아직도 담 넘어 다니는 학생이 있다니 이게 말이 되요? ,"No, does this make sense that there are still students in the school still walking over the walls?",0.588000,0.618747,0.738910
너 지금 뭐하는 거니? ,What are you doing now?,0.442784,0.580716,0.861276
.............,.............,1.000000,1.000000,1.000000
다시 풀어. 장난하지 말고...,Release again. Don't be kidding ...,0.543545,0.624978,0.795798
왜 그래? 무슨 일 있어?,What is it? What's going on?,0.751733,0.768414,0.753235
시험지가 이상해요...,The test paper is weird ...,0.540391,0.549511,0.716634
너무 긴장해서 그래 .. 천천히 풀어... 자~ 일어나,I'm so nervous .. Slowly release it.,0.506374,0.658700,0.814311
망했어 난 망했어....,I'm screwed I'm screwed ...,0.475962,0.576680,0.736718
오. 마이갓 정말이야? 답이 이거야?? ,Five. Really? The answer is this ??,0.468864,0.632493,0.764712
"시험도 끝나고, 날씨도 예술이고... 일찍 끝났는데 뭐 재밌는 거 없나?","The exam is over, the weather is art ... I ended up early, is there anything interesting?",0.609990,0.653543,0.758910
이거나 널어. ,Or it's up.,0.554084,0.592554,0.642905
너 양이 많은 걸 보니까 스트레스 너무 많이 받은 거 아니야?,"Seeing that you have a lot, didn't you get too much stress?",0.535414,0.691137,0.807410
정말 오늘은 최악이다. 꿈땜에 그런가?,It really is the worst today. Is it because of your dreams?,0.547697,0.605399,0.758375
무슨 꿈? ,What dream?,0.622729,0.674792,0.807001
얘기했잖아. 이상한 꿈 꿨 다구... 하~ 시험 잘 봤어?,I told you. I had a strange dream ... Ha ~ Did you do well on the exam?,0.571782,0.554601,0.773980
응 느낌이 좋아 꿈땜에 그런가?,"Yes, I feel good, is it because of my dream?",0.583225,0.668478,0.725015
무슨 꿈?,What dream?,0.622729,0.674792,0.807001
원빈오빠랑 자는 꿈... ,Won-bin's dream of sleeping ...,0.731790,0.668694,0.722548
빈 오빠가 미쳤냐? 너하고 자게?,Is your empty brother crazy? Sleep with you?,0.489258,0.548479,0.736076
꿈인데 뭐...,It's a dream ...,0.566626,0.541222,0.801676
"안 돼, 꿈도 허락 할 수 없어. ","No, I can't even allow dreams.",0.484370,0.599607,0.792511
막~  해주는데 정말 하는 거 같더라니까,I'm just doing it but it seems like I'm really doing it,0.664215,0.664215,0.748287
아~ 안돼 미친년.... 일루와 ,"Ah ~ No, crazy girl ... Illuwa",0.542335,0.664957,0.783312
으구 기집 애 이제 좀 웃네..,"Ugh, little girl, now laugh a little ...",0.638426,0.706598,0.748496
여기가 여자 기숙사 옥상이구나?,Is this the rooftop of a female dormitory?,0.557983,0.569356,0.703967
어머~ 현아 ,Oh ~ Hyuna,0.680863,0.499568,0.790957
너 여기 어떻게 왔냐? ,How are you here?,0.301912,0.531200,0.844363
이 오빠가 못 가는 데가 어딨겠냐.  ,Where can this brother not go?,0.401260,0.597023,0.776612
사감 선생님 오기 전에 가라,Go before the sensational teacher comes,0.675352,0.657505,0.710220
200일주 한잔 해야지. 스트레스도 풀고...,I need a drink for 200 weeks. Relieve stress ...,0.558074,0.629226,0.808619
어 진짜 200일 밖에 안 남았구나..,"Uh, there are only 200 days left ...",0.486912,0.581376,0.830236
뭘 또 맞장구 치고 있어...,What else are you playing against ...,0.672022,0.672022,0.780231
중간고사도 끝났는데 클럽 놀러 와라 파티 한다.,"The midterm exam is over, but we come to the club to party.",0.511385,0.549955,0.744771
너나 파티 하세요. 학교를 왜 다니는지 도무지 알 수 없는 정신없는 놈아. ,Have a party with you. I can't figure out why I go to school.,0.495052,0.610896,0.852980
꼭 와야 돼. 니들 안 오면 내가 납치하는 수가 있다. 내가 맘먹으면 할 수 있다는 거 알지?,"Must come. If you don't come, I can kidnap you. You know I can do it if I like it?",0.499771,0.617809,0.845889
그래봐 그랬다간 죽는 수가 있다.,"Yes, then you can die.",0.427518,0.709906,0.886356
제발 납치해 줬으면 좋겠다.,I hope you kidnapped me.,0.413231,0.564692,0.854027
지랄을 해요.. 아주~,I'm fucking ... very ~,0.496268,0.518954,0.734885
아 왜~ 멋있잖아. ,Oh why ~ It's cool.,0.601831,0.635312,0.787017
아 뭐야 진짜 이런 거 공개 안하면 안 돼? 이런 거 공개하는 학교가 어딨어 짜증나 ,"Oh, what can we really do? Why is it annoying to have a school that releases this?",0.495239,0.638270,0.823825
아 시발 ~ 한 등급 또 떨어 졌어.,Ah fuck ~ one grade fell again.,0.556069,0.707756,0.770907
이나야? 괜찮아?,Ina? OK?,0.451450,0.655414,0.891026
어? 어.... 내가 뭐 천재냐? 매번 장학금 타게.,uh? Uh ... what am I a genius? Get a scholarship every time.,0.614925,0.636479,0.760567
그래도....,still....,0.734847,0.779289,0.624989
걱정 하지마. 윤명효! 4등 등극을 축하한다! 딸기우유나 한잔 쏴라,Do not worry about it. Yoon Myeong-hyo! Congratulations on your fourth place! Take a glass of strawberry milk,0.560712,0.590480,0.761189
쥐포도 쏠게 ,I'll shoot the grapes.,0.575290,0.575290,0.731368
좋지,good,0.461880,0.666667,0.678179
3학년 1등 또 황선생 반이네 대단해. 어떻게 황선생은 어떤 애들을 붙여놔도 1등이네.,"Hwang Sensei's class is also great. No matter how many kids you attach, Hwang is the first place.",0.584425,0.643008,0.790560
애들이 열심히 해서 그런거죠 뭐,It's because the kids worked hard.,0.545061,0.651657,0.777514
최선생... 분발 해야겠어 . 3등으로 떨어졌어요.,Best student ... I have to try. It fell to third place.,0.561901,0.605881,0.784133
죽일 거야 죽일 거야 다 !,I will kill you I will kill you all!,0.749672,0.749672,0.781689
야! 조범! 조용히 안 해! ,Hey! Jo Bum! Don't be quiet!,0.657302,0.657302,0.745883
뭐야 저 병신새끼. 시험 기간만 되면 아주 생 지랄을 해요.,"What is that asshole? After the trial period, I'm very sick.",0.546458,0.656342,0.802507
작년부터 애가 좀 이상해 왜 저래?,The kid has been a bit weird since last year.,0.674673,0.687381,0.761964
다친데 없어?,Are you hurt?,0.318785,0.593022,0.770184
어 ~ 괜찮아...,Uh ~ it's okay ...,0.502727,0.618012,0.791930
10분 뒤에 아침조회가 있을 예정이오니 학생들은 모두 운동장으로 나와 주시기 바랍니다.,"There will be a morning inquiry in 10 minutes, so all students are requested to come to the playground.",0.531603,0.624327,0.784015
조용! 조용! 선생님들께서는 속히 아이들을 정렬해주시기 바랍니다.,quiet! quiet! Teachers are expected to sort the children as soon as possible.,0.634389,0.636985,0.770062
노래 어때 ? ,How about singing?,0.530419,0.638502,0.777935
너 미친 거 아니냐?,Are you crazy?,0.404750,0.599230,0.774495
학교가 이런 맛도 있어야지 ...,School should have this taste ...,0.505423,0.646463,0.739559
너 나한테 잘 보여라 여차하면 신고해 버린다.,"If you still show me well, report it.",0.442560,0.602709,0.864359
강현! ,Ganghyun!,0.850210,0.850210,0.862516
니들은 들어가  또 너지? ,You go in and you again?,0.620846,0.695456,0.769981
"선생님께서는 왜 증거도 없이, 사람부터 때리세요? ","Why do you hit people first, without evidence?",0.520874,0.612060,0.816676
증거?  너 증거라고 그랬냐? 이 자식이.... ,evidence? Did you say it's proof? This child ...,0.588089,0.675484,0.734195
"이 선생, 흥분하지 말고, 그만 해요. 내가 알아듣게 얘기할게...","Teacher, don't get excited, stop. I'll tell you to understand ...",0.538178,0.630660,0.818050
넌 내가 담임이었으면 오늘 가만 안 놔둬...,"If you were my homeroom, don't leave today ...",0.490503,0.516772,0.813010
알았어요. 내가 교육 시킬께요. ,I see. I will educate you.,0.441482,0.667266,0.839589
"선생님, 긴급 교무회의 한다고 교무실로 바로 오시래요...","Teacher, I want to come to the teacher's office for an emergency academy meeting ...",0.565310,0.602817,0.732777
아 또 잔소리 꽤나 듣겠구만....,"Oh, I'm going to hear some nagging again ...",0.644816,0.614522,0.759943
선배 어떻게 할 꺼야... 지금 교장실 난리 났어요. ,What are you going to do ... The principal's office is in trouble.,0.597197,0.607687,0.732223
왜 틀린 거 하나도 없 더 구만 노래도 좋구...,"Why isn't there anything wrong, and the song is good ...",0.616007,0.648654,0.739054
반만 1등하면 뭐해요. 학교 이미지 다 망쳐 놓는데... ,What do you do if you are first in class? It ruined all the school images ...,0.509921,0.584842,0.757168
무슨 말을 그렇게 해요...,What do you say ...,0.399054,0.655211,0.848784
1학년 때 수학여행 가서 ,I went on a school trip in the first grade,0.575179,0.635963,0.750466
야 매로 다스릴 애였으면 벌써 그렇게 했어. 강현이 나쁜 애 아니야... 애를 이해하고 다스려야지 ,"If you were the one to rule with hawks, you already did. Kanghyun is not a bad boy ... I have to understand and govern him.",0.603229,0.612464,0.738351
하긴 뭐 애들 인기에 워낙 신경 쓰시니... ,But what do you care about kids' popularity ...,0.565987,0.607118,0.768127
내가 아이돌 인가? 결혼을 안 해서 애들 맘을 잘 모르시죠? ,Am I an idol? You're not married so you don't know the kids' mind,0.528770,0.579017,0.793646
왜 그래요 들 ... 열 받는 건 난데 왜 둘이 싸우고 난리야 ,Why are you guys ... I'm getting fevered.,0.428968,0.582481,0.876508
앉아요. 금쪽같은 수업 빼서 회의 하는 거니까 간단히 전달 사항만 얘기하겠습니다.,"sit down please. Since we're having a meeting without a class like this, I'll just talk about the details.",0.573486,0.658157,0.776945
네 ,Yeah,1.000000,1.000000,0.843826
아이들 발음문제 특별히 신경 쓰시기 바랍니다. 이번에 기대하겠습니다.,Please pay special attention to children's pronunciation problems. We look forward to this.,0.620098,0.591524,0.731446
네 ...,Yeah ...,1.000000,1.000000,0.843826
기획서 누가 작성 했습니까?,Who wrote the proposal?,0.449944,0.501928,0.810246
네 제가 했습니다. ,Yes I did.,0.418930,0.716061,0.833347
음  여기 나온 대로 진행 할 테니까 선생님이 전체 통솔을 맡아 주고.. ,"Well, I'm going to proceed as shown here, so the teacher will take care of the whole thing ...",0.563369,0.606473,0.779987
네 ... 반 학생 중에 영어를 좀 하는 녀석이 있어서 도움을 좀 청하려고 합니다. ,"Yes ... Some of my classmates speak English, so I'm going to ask for some help.",0.559199,0.655635,0.791466
그건 알아서 하세요. 하~ 오늘 아침조회는 도대체 뭡니까? 긴말 않겠어요.,Do it yourself. Ha ~ What's the morning inquiry? I won't say a long word.,0.542947,0.610747,0.827476
시말서 준비하셔야 겠네요 ...,You should be prepared ...,0.510165,0.592820,0.821793
이번 주말까지 성적 떨어진 사람 연습장 3권씩 채워... ,Fill in 3 practice books for those who have lost grades until this weekend ...,0.608524,0.618893,0.744367
니들 커서 나같이 선생이나 할래? 이 학교 나와서 연 고대 밑으로 갈 꺼야?,Would you like to be a teacher like me when you grow up? Are you going to go out of this school and go down to ancient times?,0.530666,0.609685,0.765539
선생님 저희 학원도 가야돼는데...,Teacher Our school also has to go ...,0.490014,0.592306,0.816145
신곡발표가 너무 요란했던 거 아니야? ,Wasn't the new song announcement too loud?,0.554715,0.656404,0.815896
죄송합니다. 선생님. ,Sorry. Teacher.,0.329027,0.722579,0.884438
선생님이 이번엔 커버해 준다. 노래가 좋아서 봐주는 거야... ,The teacher covers this time. I like the song because I like it ...,0.567542,0.646626,0.802440
선생님! 놀톤데... ,Teacher! I'm surprised ...,0.526641,0.574844,0.753601
그러니까 벌이지 임마 .... ,"So, dude, dude ....",0.396001,0.614346,0.834649
뭘 해야 하는지 는 알고.... ,I know what to do ...,0.294200,0.521268,0.871783
나와 보면 알아. 그럼 그렇게 결정 난거다. ,Look at me and know. Then it was decided.,0.584837,0.644642,0.807446
차라리 화장실 청소할게요. 선생님! 저 주말에 공연해야 돼는 데...,I'd rather clean the bathroom. Teacher! I need to perform that weekend ...,0.416219,0.627361,0.822674
아~ 내일 주말인데 다른 애들 다 집에 가고 이게 뭐야,"Ah ~ Tomorrow is the weekend, all the other kids go home and what is this",0.621771,0.608353,0.747470
야 영광으로 생각해. 그래도 학교 대표로 나가는 건데.. 나는 방도 우리만 쓰니까 좋구만...,"Hey, I'm honored. I'm still going to be the school representative.",0.443417,0.627431,0.853469
스무 명이 참가한다고 했나?  이나야 오늘 클럽 가자. 사감장도 없는데,Did twenty people say they would participate? Inaya Let's go to the club today. I don't have a supervisor,0.632116,0.608739,0.752824
기숙사 탈출하자고? ... 너 왜 갑자기 안하던 짓을 하고 그래,You want to escape the dorm? ... why do you do something you didn't suddenly do,0.545569,0.545569,0.777013
내가 점점 널 닮아 가나봐 히~,I'm getting more and more like you,0.546814,0.557098,0.809690
허~ 참. ,Huh ~ True.,0.733989,0.733989,0.807523
이나야 ...,Inaya ...,0.760372,0.760372,0.893358
그 한심한 놈이 그렇게 좋니?,Is that pathetic guy so good?,0.550796,0.738474,0.779657
응~,Yes ~,0.734847,0.900000,0.715132
그럼 좋다고 해~! ,Then say good ~!,0.568349,0.662535,0.828202
못 하겠어. ,I can't.,0.285481,0.591345,0.867247
내가 대신 말해줘?,Can I tell you instead?,0.600071,0.684450,0.749057
싫어. 안 돼.... ,Hate. No....,0.636526,0.690234,0.799809
너 혼자가! ,You go alone!,0.656926,0.570704,0.735775
"야 이나야, 너는 걔랑 친하잖아 나 혼자는 못 가겠단 말이야.","Hey ina, you're close to her, I can't go alone.",0.415901,0.607281,0.860409
몰라 기집애야 너 혼자가! ,"I don't know, girl, you go alone!",0.463485,0.550685,0.758485
거기 누구요?,Who is there?,0.388129,0.552260,0.720768
허허허헉.....,Huh huh huh ...,0.701027,0.680142,0.711466
뭐하는 거야? 거기서,What are you doing? at there,0.565638,0.595266,0.737242
뭘 보고 이러는 거야 지금... 어이 학생 왜 그래~,What are you doing here?,0.292559,0.552828,0.900109
대학생 맞아요? 이거 학생증 위조 한 거 아니죠?,Are you a college student? Isn't this a fake student ID?,0.597848,0.630276,0.768299
저희가 고등학생으로 보여요? ,Do we look like high school students?,0.585920,0.682425,0.740702
와줘서 고맙다.,Thank you for coming.,0.585003,0.585003,0.732926
나한테 고마울 거 없어. 명효가 오자고 해서 온 거야. 그래도 뭐 생각보다 재밌네. ,There's nothing to thank me for. It was because Myeonghyo asked to come. It's more fun than I thought.,0.613120,0.620297,0.770819
뭔데? ,What?,0.361824,0.778105,0.692295
너 같은 꼴통이 어떻게 우리 학교를 왔냐? 중학교 때 공부 좀 했냐?,How did a school like you come to our school? Did you study in middle school?,0.569349,0.621941,0.811276
비밀인데 너니까 얘기해줄게.... 학교에 버스 3대 사주고 입학했어.,"It's a secret, so I'll tell you ... I bought three buses and went to school.",0.574544,0.654769,0.800437
아~ 그래? 버스 3대면 우리학교 들어올 수 있구나... ,Ah ~ Three buses can enter our school ...,0.520030,0.627487,0.855326
겁 대가리 없는 건 학교지... 너 우리학교 비리가 얼마나 많은 줄 알어? ,It's school without fear ... How many do you know about our school corruption?,0.529100,0.620878,0.803781
너 또 다음에는 무슨 짓을 하려구,What are you going to do next time,0.584584,0.586035,0.804696
학교가 한번 발칵 뒤집어질만한 좋은 계획이 있지... ,I have a good plan for the school to flip over once ...,0.443672,0.559128,0.803684
너도 참 한심한 청춘이다. 그래 학교 다니는 또 하나의 이유가 뭐냐?,You are also a pathetic youth. So what is another reason for going to school?,0.539106,0.565034,0.771174
또 하나는 ....... 너. ,Another one ....... you.,0.502466,0.535167,0.708220
새끼 어디서 수작 피우기는.... ,Where do you smoke?,0.359256,0.504398,0.830437
수작이라니.... 나도 궁금한 게 있어,It's a masterpiece ... I have a question too.,0.535406,0.555656,0.715804
뭐,What,0.511696,0.511696,0.800700
왜 이렇게 장학금에 민감해?,Why are you so sensitive to scholarships?,0.625428,0.609299,0.752533
너같이 있는 놈들 한 테는 별거 아니지만 난 달라 더 이상은 묻지마. ,"It's no big deal for guys like you, but I'm different, don't ask any more.",0.574256,0.666801,0.808018
눈 풀어라. 느끼하다.,Release your eyes. greasy.,0.527839,0.598383,0.721277
야 근데 좃 밥이 뭐냐?,"Hey, what's her rice?",0.446185,0.564912,0.844786
어? 그런 게 있어 ,uh? There is something like that,0.603257,0.752403,0.739895
나중에 알려줘라 ... 야 이명효 가자,"Let me know later ... hey, let's go",0.495331,0.577135,0.829950
야 오늘은 특별수업인데 꼭 걷어야 되냐? ,"Hey, today is a special class, should I walk?",0.568964,0.684493,0.780961
악마의 입 냄새 가 걷으랬어. ,The devil's mouth told me to walk.,0.589164,0.589164,0.719911
마저 걷어서 복도 사물함에 놓고 와 ...,Even walk and put it in the locker in the hallway ...,0.592907,0.566046,0.734928
혜영 이는 아직 안 왔구요. 동혁이는 똥 싸러 갔어요.,Hye-young hasn't come yet. Donghyuk went to fight shit.,0.604769,0.628630,0.829857
웃음...,laugh...,0.528759,0.618648,0.727059
혜영이가 그럴 애가 아닌데... 무슨 일 있나? 이나야 너 기숙사 좀 갔다와봐,Hye-young is not a kid ... What's going on? I think you went to the dorm,0.531443,0.626802,0.848854
네? 네~,Yeah? Yes ~,0.831182,0.943431,0.691202
"조범, 너 언제부터 이랬니?","Jo Bum, when did you do this?",0.732504,0.646037,0.800897
시험 때만 되면 이상 한 게 보여요,I can see something strange at the time of the exam.,0.663198,0.668802,0.732620
뭐가 보이는데?,What do you see?,0.489863,0.604282,0.789438
여자요...무섭게 생긴...,Woman ... looks scary ...,0.497813,0.614262,0.805809
근데 팔은 왜 이렇게 만들어 놨어,But why did you make your arm like this,0.629635,0.646870,0.757233
내가 그러는 게 아니 예요. 걔가 그러는 거지,I'm not like that. That's what he does.,0.570208,0.742478,0.794239
그래 가서 앉아 ,Yeah go sit,0.498563,0.713669,0.786499
조금 있다가 최소영 선생님 들어오셔서 VTR수업 할 꺼니까 그동안 자습하고 있어...,"After a while, Mr. Choi, Choi will come in and take a VTR class, so I've been studying ...",0.571389,0.624609,0.789457
아 진짜 나는 왜 남아야 하냐고. 아무런 관련도 없는데...,"Oh really, why should I stay? It has nothing to do with ...",0.536381,0.604404,0.822691
넌 임마 군기반장 이잖아. ,You're the chief of the army.,0.481398,0.587807,0.774826
괜히 선배가 기획서 도와 달라고 그래서 나까지 남은 거 아냐,It wasn't until the seniors asked me to help with the proposal.,0.557714,0.604044,0.773084
"짜식, 선생이 되가지고 학교 좀 오는 게 어때서 그래.... 참, 최선생님.","Ja-sik, it's like being a teacher and coming to school a little bit.",0.645992,0.693061,0.817495
