어? 저 사람 또 왔네..?,uh? Is he here again?,0.493115
누구요?,Who is it?,0.653287
미치겠네 진짜... 세워봐.,It's crazy. Really ... Stand up.,0.674172
예?,Yes?,0.714435
차 세워보라고!,Stop the car!,0.457821
감사합니다...,Thank you...,0.460875
어떻게.. 들어가서 얘기하시죠..,How do you ... go in and talk ...,0.573014
아니요.. 괜찮아요.. 여기가 좋은데요... 그냥 몇 가지만 여쭈어 보려고 온 거니까..,No .. It's okay .. I like it here ... I just came to ask a few questions ...,0.548402
예... 그러세요..,Yes ... yes ...,0.687225
어떻게 장례는 잘 치렀죠?,How did you have a good funeral?,0.613273
예..,Yes..,0.714435
저도 한번 가보려고 했는데.. 최근들어 계속 사건이 많다 보니까..,"I tried to go there too. Recently, there have been many incidents ...",0.570734
수사는 완전히 종결이 된 건가요?,Is the investigation completely over?,0.636303
예?,Yes?,0.714435
수사는 종결 된 건가요?,Is the investigation over?,0.618602
"... 예, 뭐 전화로 말씀드렸다시피...","... Yes, as I said on the phone ...",0.470675
잘 납득이 안가네요. 제대로 밝혀진 것도 없는데.,I'm not very convinced. Nothing has been revealed properly.,0.643674
"아니, 납득이 안 가다니요...? 저도... 아버님 입장 충분히 이해가 갑니다. 보통 자식이 그런 일을 당하면 모든 부모님들, 아버님하고 똑같이 이렇게 납득을 못하세요. 이해 갑니다. 근데 아드님 일이 심적인 문제에서 비롯된 건데... 저희가 그 심리를 어떻게 알겠어요... 그렇잖아요?","No, you don't understand ...? I ... I understand my father's position. Normally, when a child has such a thing, he is not convinced like all parents and father. I understand. But your son's job comes from a psychological problem ... how do we know the psychology ... right?",0.570862
그래도 뭔가 구체적인 이유가 있을 거 아닙니까?,Is there any specific reason for that?,0.539606
"뭐, 요즘 애들 예전 같지 않아요. 이번 달에만 자살신고가 몇 건이나 접수됐는지 몰라요. 셀 수도 없어요. 근데 자살이유 보면 다 어처구니가 없어요. 성적비관부터 해서 여자 친구 문제... 정말 이유 같지도 않은 이유로 그런 선택을 해요...","Well, these days, the kids are not the same. I don't know how many suicide reports were filed this month. I can't count. But when it comes to suicide reasons, it's all ridiculous. I'm starting with sexual pessimism, and it's my girlfriend's problem.",0.603241
... 그런 일은 아니잖습니까?,... Isn't that so?,0.561152
예... 아니죠... 저는 그냥 예를 든 거고... 근데 유서에도 써져 있잖아요. 힘들다. 더 이상 못 버티겠다. 죄송하다. 보셨잖아요. 아니 근데 그걸 우리보고 살인사건 수사하라는 듯이 원인 규명하라고 하시면 안 되죠. 저희가 심리학자도 아니고... 그렇잖아요. 예? ,"Yes ... no ... I'm just an example ... but it's written in the will. Hard. I can't stand it anymore. sorry. You saw it. No, but you can't tell us to investigate the cause as if we were to investigate the murder. We're not even psychologists ... right. Yes?",0.552735
...,...,0.000000
잠시만 기다려 주세요. 잠시 만요. ,Please wait. Wait.,0.319066
형사님...,Detective ...,0.713561
예?,Yes?,0.714435
그냥 가보겠습니다.,Let's just go.,0.571868
"야 베키! 거기서 혼자 뭐해. 일루와, 임마.","Hey Becky! What are you doing there alone? Illuwa, dude.",0.589440
야!  쟤 왜 안하던 짓하고 그래?,Hey! Why are you doing what you didn't do?,0.639892
"그냥, 냅둬. 혼자 있고 싶은가 보지.",Just leave it alone. Maybe you want to be alone.,0.649540
뭔 일 있었어?,What happened?,0.570905
뭔 일은...,Something ...,0.590137
근데 왜 그래...? 어?,But why is that ...? uh?,0.682976
뭐가 왜 그래야?,What and why?,0.428495
분위기 이상하잖아... 너네끼리 뭔 일 있었던 거 아니야?,The atmosphere is strange ... Isn't there something between you?,0.659113
그런 거 없어... ,Nothing like that ...,0.854328
... ,... ,0.000000
"야, 종 쳤어. 너네 반으로 가. 신경 쓰지말고.","Hey, I hit the bell. Go to your class. Don't mind.",0.610876
"얼른 올라가, 뭐해?","Go up quickly, what are you doing?",0.583989
무슨 일 때문에 오셨죠?,What are you doing for?,0.482895
예...,Yes...,0.714435
학부모세요?,Are you a parent?,0.600316
예... 선생님 뵙고 싶어서 그런데...,"Yes ... I want to see you, but ...",0.508785
지금 방학이라 안계시죠.,You are not on vacation now.,0.512848
...,...,0.000000
행정실로 한번 가보세요. 급한 일이시면 그쪽 가서 한번 통화라도 해보세요.,"Go to the administrative office. If it's urgent, go over there and make a call.",0.583072
어디로 가면 되죠...?,Where can I go ...?,0.402546
"예... 아니요... 그냥 제가 선생님 댁으로 찾아뵙겠습니다. 아니요... 괜찮습니다, 정말... 괜히 수고스럽게 밖에 나오실 필요는 없으세요. 예, 예... 알겠습니다.","Yes ... No ... I'm just going to visit you. No ... It's okay, really ... You don't have to go out effortlessly. Yes, yes ... I see.",0.506889
뭐하는 거야?,What are you doing?,0.624491
가방 돌려받고 싶으면 이따 찾으러 와.,"If you want to get your bags back, come here later.",0.642067
저번같이 또 안 오면 이 가방 불 질러 버릴 거니까.,"If you don't come back like last time, I'll blow this bag.",0.560091
베키! 왜 이렇게 늦게 왔어... 안 오는 줄 알았잖아... 어? 계속 기다리게 만들래?,Becky! Why did you come so late ... I thought you weren't coming ... huh? Would you like to keep waiting?,0.621454
"야, 보고 싶었잖아... 두 번 다시 이렇게 늦지마. 네 가방 태웠다.","Hey, I missed you ... Don't be too late again. I burned your bag.",0.537210
...,...,0.000000
"뻥이야, 임마. 내가 설마 네 가방을 버렸겠냐? 친구 가방을...어?","That's it, dude. Did I ever throw away your bag? A friend's bag ... uh?",0.602582
어... 어...,Uh ... Uh ...,0.750000
야... 베키...,Hey ... Becky ...,0.758934
어...,uh...,0.750000
재밌어?,fun?,0.463706
...,...,0.000000
재밌냐고... 왜 실실 쪼개? 어?,It's fun ... Why split the thread? uh?,0.614712
아니야...,no...,0.232072
"아니야? 너 존나 싸가지 없다? 아니라니 지금 목격한 눈이 몇 갠데...? 어?  여기 눈알이 하나, 둘, 셋, 넷, 이 새끼는 안경 꼈으니까 눈알 네 개 해서 여덟,..","no? Are you so damn cheap? No, how many eyes have you seen now? uh? One eyeball, two, three, four, this cub is wearing glasses, so four eyeballs, eight.",0.520077
어? 또 쪼개네?,uh? Split again?,0.697522
...,...,0.000000
내가 웃기냐? 왜 시발 실실 쪼개냐고? 어?,Am I funny? Why split the fuck? uh?,0.494196
...,...,0.000000
"시발 실실 쪼개지마... 왜 그래, 내가 웃기는 놈이 된 거 같잖아... 어?","Don't break the fuck ... Why, you think I'm a funny guy ... huh?",0.462500
같은 반 친구들하고 면담도 해보고 했지만 마땅히 추측할만한 얘기는 없더라고요.,"I had an interview with my classmates, but there was no reason to guess.",0.509949
... 혹시 제가 그 친구들을 만나볼 수 있을까요?,... Can I meet them?,0.298363
글쎄요...,I do not know...,0.601648
...,...,0.000000
"애들이 마음 추스린지 얼마 안돼서... 약간은 걱정이 되네요... 이제 조금 있으면 수능이고, 공부도 해야 되는 상황이라 잘 생각해보셨으면 좋겠네요. ",It's been a while since the kids were feeling cold ... I'm a little worried ... I hope that you can think about it because it's a college entrance exam and you need to study.,0.616796
...,...,0.000000
"제가 애들 면담도 해봤지만, 만나봐야 그렇게 크게 도움이 안 되실 거예요... ","I've had interviews with the kids, but seeing them won't help you so much ...",0.519194
... 기태는 면담을 했었나요?,... Did Gi-tae interview?,0.487005
면담을 하긴 했는데 별 특별한 점은 없었어요. 저도 너무 당황스럽네요... 뭔가 말씀을 드리고 싶지만...,"I had an interview, but there was nothing special. I'm so embarrassed ... I want to tell you something ...",0.501602
계속 특별한 점 없다고만 말씀하시는데... 담임선생님이신데 어느 정도 애가 달라진 건 알 수 있지 않나요... 평소하고...,"You keep saying that there's nothing special ... You're the homeroom teacher, but can't you tell me how much the child has changed ... as usual ...",0.601267
...  ... 솔직히... 저도 똑같은 얘기를 묻고 싶네요.,... ... Honestly ... I want to ask the same thing.,0.542342
...,...,0.000000
기태하고 상담 할 때 보면 항상 아버님에 관한 얘기는 잘 못하더라고요. 기태가 어렸을 때 어머니도 여의고 해서 아버님하고는 굉장히 가까울 거라 생각 했거든요...,"When I talked about it, I wasn't always good at talking about my father. When I was young, my mother also thought that I would be very close to my father because of my high school ...",0.565671
... 무슨... 뜻이죠?,... What do you mean?,0.610184
예?,Yes?,0.714435
무슨 뜻으로 그런 말씀을...,What do you mean ...,0.454287
아... 그냥 생각이 나서 말씀 드리는 겁니다.,Ah ... I'm just thinking and telling you.,0.564476
제가 이해력이 부족한 가 봅니다.,I think I lack understanding.,0.617730
무슨 뜻인지 제가 이해를 못해서 그런데 설명 좀 해주시죠.,"I don't understand what you mean, but please explain.",0.571423
"아, 아닙니다.","Oh, no.",0.285572
제가 잘 이해를 못했습니다. 설명 좀 부탁드릴게요.,I did not understand well. I'd like some explanation.,0.600055
...,...,0.000000
뭐해? 마시라고 준건데...,What are you doing? I was told to drink ...,0.570625
"아, 예... ","Ah, yes ...",0.793857
장례식 때 왔었지?,Did you come to the funeral?,0.619488
예... 하루... 발인 때 갔습니다.,Yes ... one day ... I went when it was.,0.632891
솔직히 장례식 때는 정신이 없어서 누가 누군지 기억은 못해. 낯은 익지만...,"Honestly, at the funeral, I'm insane and I don't remember who it is. It's familiar but ...",0.687530
그렇죠... 애들도 많고 하니까... 근데 어떻게 저를 알고 이렇게 연락을...,Right ... Because there are a lot of kids ... But how do you know me and contact me like this ...,0.682553
담임선생님 만났어. 반 애들 연락처 물어봤어. 그중에서 몇 명하고 통화하니까 너가 기태하고 친했다고 하더라고...,"I met my homeroom teacher. I asked the classmates' contact information. I talked to a few of them, and you said that you were friendly and friendly ...",0.621140
...,...,0.000000
부담 갖지 않아도 돼... 그냥 편하게 얘기해줘.,You don't have to feel burdened ... just tell me comfortably.,0.669192
예...,Yes...,0.714435
저한테나 주변 친구들한테 내색 하는 편은 아니었어요. 워낙 저희한테 자기 힘든 걸 티내는 성격은 아니었거든요...,I wasn't expressing myself to friends around me. It wasn't because we weren't showing off our hard work ...,0.556181
... 그래... ,... okay...,0.661901
...,...,0.000000
기태가 학교를 안 나왔다고 하는데 알고 있지?,"I heard that Gi Tae didn't leave school, you know?",0.537537
예...,Yes...,0.714435
너가 기태하고 친했다고 하니까 조금이라도 알거 아니야... 그때 무슨 일이 있었는지?,"You know you're so close and friendly, so you don't know a little ... what happened then?",0.582321
저도 기태가 왜 학교에 갑자기 안 나왔는지는 모르겠어요... 어느 날부터 조금 달라지기는 했어요...,I don't know why Gi-tae didn't come to school suddenly ...,0.370715
달라지다니?,Is it different?,0.723934
평소 보다 말도 없어지고... 그냥 어두워 보이긴 했는데 이유는 잘 모르겠어요...,"Words are getting worse than usual ... It just looked dark, but I don't know why ...",0.534317
그래도 뭔가 짐작이라도 가는 게 없어?,Anything you can guess?,0.496604
"저희한테 전혀 내색하지 않았어요... 그냥 너무 갑작스러웠어요. 뭔가 크게 달라진 점도 없었고... 뭐 때문인지 아무리 생각해 봐도 그럴만한 점은 없었어요... 성적에 대한 부담감을 농담 비슷하게 얘기한 적이 있긴 한데, 그런 게 영향이 있었을 같지는 않고...","He didn't express us at all ... it was just too sudden. Nothing has changed significantly ... No matter how much I think about it, there's nothing to do with it ... I've told you a joke about the pressure on grades, but I don't think it might have affected ...",0.568558
...,...,0.000000
그리고 기태가 저한테 이런 얘기도 한 적이 있어요. 자기는 다른 애들하고 틀린 거 같다고. 그게 뭐냐고 물었는데... 그냥 틀리다고만 얘기했어요... 무슨 뜻으로 그런 얘기를 했는지 모르겠어서 계속 그 얘기가 기억에 남았어요.,"And Kee-tae told me this. You seem to be wrong with the other kids. I asked what it was ... I just said it was wrong ... I didn't know what I was saying, so I kept remembering it.",0.483852
그게 기태 일이 있기 얼마 전이었니?,How long before that happened?,0.557379
예...,Yes...,0.714435
...,...,0.000000
"아버님, 저한테 핸드폰 잠시 주실 수 있으세요?","Father, can you give me a cell phone for a while?",0.579304
이 번호로 한번 전화해보세요. 기태 일이 있기 얼마 전에 전학 간 친군데... 이 친구라면 뭔가를 얘기 해 줄 거예요.,"Call this number once. It's been a long time ago before I was transferred, but this friend will tell you something.",0.565462
... ,... ,0.000000
한창 공부중인데 이렇게 찾아와서 미안하다.,"I am studying in full swing, but I am sorry to come here.",0.575313
아닙니다...,no...,0.183469
이제 고3 올라가니까 많이 바쁠 거 아니야...?,It's not going to be very busy since you're going up 3 ...?,0.680238
"그냥, 괜찮아요.",Just fine.,0.496935
개학이 언제지...?,When does school start ...?,0.606414
한 1주일 정도 남았어요.,About a week left.,0.483710
기태 사진들 보니까 너하고 찍은 사진이 많더라고. 너하고 한명 더 있었는데... 누군지 모르겠고.,"Looking at the existing pictures, there were many pictures taken with you. There was one more with you ... I don't know who it is.",0.635707
다른 친구는 동윤이에요...,The other friend is Dongyun ...,0.462259
동윤이?,Dongyoon?,0.000000
예...,Yes...,0.714435
"야, 이제 내 차례 아니야!?","Hey, it's not my turn now !?",0.651571
마지막! 마지막! 진짜!,Last! Last! Really!,0.488279
못 찾겠어∼ 그냥 공 새로 사지...,I can't find it ~ I just buy a new ball ...,0.604795
"병신아, 그런 소리 하지 마. 기태가 존나 아끼는 거야.","Byeongshin, don't say that. Gi-tae is very much spared.",0.492968
야구공을? 왜?,Baseball? Why?,0.525411
보경이가 그렇게 좋냐?,Is Bo-kyung so good?,0.376611
아니라고 몇 번을 얘기해.,Say some times no.,0.488991
"뭐가 또 아니야... 이 새끼, 계속 아니래.","What else is not ... This bitch, I'm not.",0.578053
이번 주에 월미도나 갈래? 다같이? 보경이하고 걔 친구들도 같이.,Wanna go to Wolmido this week? Together? Bokyung and her friends are together.,0.536371
좋지! 가자가자!,"good! Let's go, let's go!",0.549068
"베키, 어때?","Becky, how are you?",0.623591
가던가...,I'm going ...,0.669026
"미친 새끼, 존나 태연한 척 하네.","Crazy motherfucker, pretend you're sore.",0.627445
티 나냐?,Is it me?,0.702637
"티 존나 나, 병신아! 으이그～","T. Jonah, you asshole! Ugh ~",0.618871
"야, 세정이도 오겠지...?","Hey, cleaning will come ...?",0.606520
몇 번을 얘기해! 세정이도 올 거라고. 이제 보니까 너 존나 이상하다?,Talk a few times! Washing will come. Now you see it's weird?,0.502166
"뭐가, 새끼야?","What is it, baby?",0.621093
네 욕심 채우려고 가자는 거 아니야?,Aren't you going to fill your greed?,0.538913
"아니야, 임마! 뭐니 뭐니 해도 베키를 위해서지...","No, dude! Anything, anything, for Becky ...",0.451427
웃기지마! 너 세정이 때문에 그런 거잖아!,Do not be ridiculous! That's because you are cleaning!,0.627206
"뭐, 나랑 세정이랑 잘 되도 나쁠 거 없잖아...","Well, it doesn't have to be bad if it works well with me ...",0.656426
"이 새끼, 이제 본심을 드러내내.","This bastard, now reveal your true heart.",0.612811
"적극적으로 나서봐. 우물쭈물 하다보면 기회 놓지는 거야, 임마!","Be active. If you do not hesitate, you will lose your chance, man!",0.551421
알았어.,Ok,0.520066
동윤이 새끼 봐. 존나 적극적이잖아. 너가 동윤이 반만 해봐. 벌써 성공했지.,Look at Dong-yoon. It's fucking aggressive. You are only half dongyun. Already successful.,0.528268
알았어... 잔소리 좀 그만해. 엄마 같잖아!,Okay ... Stop nagging. You look like a mother!,0.629226
"새끼야, 엄마라 불러.",Call me mother.,0.526321
야! 빨리와!! 늦었다고!!,Hey! come fast!! It's late !!,0.642013
알았어! 가!,Ok! end!,0.707856
"저 새끼, 또 지랄이야!","That motherfucker, it's damn good again!",0.540777
가자고 몇 번을 얘기해.,Tell me a few times to go.,0.556430
"닥쳐 병신아! 재촉 좀 하지마, 새끼야!","Shut up! Don't rush me, baby!",0.460459
"야, 이거 뭐 우리 동네 중국집하고 큰 차이 없잖어.","Hey, this is not a big difference from my local Chinese house.",0.647819
"그냥 닥치고 먹어, 임마. 맛만 있구먼...","Just shut up and eat, dude. It tastes good ...",0.606984
이게 맛있냐? 어?,Is this delicious? uh?,0.733028
왜? 난 맛있는데...,Why? I'm delicious ...,0.604224
"야, 니네 둘이 이럴 거야? 둘이 그렇고 그렇다 이거야, 뭐야!?","Hey, are you two going to be like this? The two are the same, this is it, what is it?",0.673483
뭔 헛소리야? 아니야!,What are you talking about? no!,0.692938
아니라고? 근데 너 왜 동윤이 옹호 해?,No? But why do you defend Dongyun?,0.426844
내가 언제 동윤이 옹호 했는데? 맛있다고 밖에 더했어...,When did I defend Dongyun? I added that it was delicious ...,0.560437
그게 동윤이 옹호 한 거지.,That's what Dongyun advocated.,0.513992
"야야! 됐고, 닥치고 빨리 먹고 월미도 가자.","Hey! Alright, shut up, eat fast, and let's go to Wolmi.",0.562481
기태야...,It's Gitae ...,0.606515
기태야.,It's Gitae.,0.606515
어?,uh?,0.750000
이거 맛있어. 한번 먹어봐.,This is delicious. Try it once.,0.621080
어... 어... 알았어...,Uh ... Uh ... Okay ...,0.594009
군만두도 아직 안 먹었지...?,I haven't eaten any dumplings yet?,0.715520
"먹어봐봐. 군만두는 진짜 괜찮어, 여기...","Try it. The dumplings are really okay, here ...",0.503826
왜 그래?,What is it?,0.821391
...어?,...uh?,0.000000
뭐하는 거야 지금?,What are you doing now?,0.567672
...어?,...uh?,0.000000
뭐하는 거냐고?,What are you doing?,0.558561
...,...,0.000000
너 희준이 질투심 느끼라고 나한테 이러는 거야? 어?,Are you doing this to me to make him feel jealous? uh?,0.574992
"야, 야, 분위기 왜이래? 아줌마, 여기 사이다 한 병만요∼","Hey, hey, why is this? Aunt, just a bottle of cider here ~",0.552839
"야, 빨리 먹고 나가자! 이러다 해 지겠다.","Hey, let's eat fast! I will do this.",0.540219
쟤네 둘 사귀어? 뭐야? 계속 둘만 붙어 다녀.,Are they dating? what? I keep sticking together.,0.590951
베키랑 기태?,Becky and Gitae?,0.656892
어... 근데 왜 희준이 보고 베키라고 불러?,Uh ... But why does Hee-jun see Becky?,0.465307
백희준이니까. 베키지.,It's Baek Hee-jun. Becky.,0.483988
"뭐야, 그게! 유치하게... 어이없어, 진짜!","What is that! Childishly ... absurd, really!",0.547770
뭔 헛소리야? 병신아!,What are you talking about? You asshole!,0.659185
진짜로... 보경이 너한테 관심 있는 거 같다고...,Really ... I think Bokyung is interested in you ...,0.503749
"야, 너 왜 이렇게 순진하냐? 어?","Hey, why are you so naive? uh?",0.435813
...,...,0.000000
"야, 쟤 완전 여우야. 임마! 일부러 너 질투심 느끼라고 그런 거라니까. 어? 모르겠어?","Hey, she's a fox. Hey! It's because you deliberately feel jealous. uh? I do not know?",0.582399
... 모르겠어...,... I do not know...,0.518742
으이구! 병신아!,Ugh! You asshole!,0.616483
아아아아!!! 야야야!! 놔!!,Ahhhhhhh !!! Hey hey hey!! Let it go !!,0.572517
"그냥 제가 부족한 부분이 있으면 챙겨주고 그랬어요. 기태가 공부도 잘하니까 제가 모르는 거 있으면 가르쳐도 주고, 또 힘이 있으니까 기태 덕에 편하게 학교생활 할 수 있었어요. 기태랑 친하니까 아무도 안 건들더라고요...","Just take care of what I lack, and I did. Gitae is also good at studying, so I can teach you anything I don't know, and because I have strength, I was able to comfortably live in school. No one touched me because I'm close to Gitae ...",0.592712
힘이 있다는 게 무슨 얘기니?,What are you talking about having power?,0.649436
그냥... 애들이 함부로 하지는 못했어요... 다른 애들이 함부로 할 만큼 약하지 않았어요...,I just ... the kids weren't careless ... they weren't weak enough to make other kids careless ...,0.583052
기태한테 그런 면이 있었다는 게...,That Gitae had that aspect ...,0.499469
...,...,0.000000
솔직히 조금 생소하다. 기태가 보통 집에서는 말이 많거나 하지는 않거든... 그래서 그런지 너가 지금 하는 얘기들이 낯설게 느껴져. 난 도리어 기태가 학교에서 애들 사이하고 잘 지내는지 많이 걱정했었거든. 집에 있을 때 기태가 자기 친구들을 데리고 오는 경우도 본적이 없고...,"Honestly, it is a bit unfamiliar. Gi-tae usually doesn't talk or talk at home so much, so I feel strange about what you're talking about right now. I was really worried that Gitae was getting along with the kids at school. I have never seen Gi-tae bring her friends while at home ...",0.578816
저도 가본 적은 없긴 한데... 그냥 불편했던 거 같아요. 친구들이 자기 집에 오는 게... 근데 기태가 저희 집이나 동윤이 집에서는 같이 많이 놀았거든요...,"I haven't been there, but ... I think it was just uncomfortable. Friends coming to their house ... But Gitae played in my house or Dongyun's house a lot ...",0.509512
그랬었구나...,You did ...,0.476343
저도 부모님하고 있을 때 모습하고 친구들 하고 있을 때 모습이 틀려요. 기태뿐만 아니라 아마 다 그럴 거예요.,"When I'm with my parents, when I'm with my friends, when I'm with my friends, I look wrong. Not just the default, but probably all.",0.670335
그럼 기태가 학교에서 전혀 문제는 없었던 거니?,"So, did Ki-tae never have any problems at school?",0.541140
예... 제가 전학가기 전까지는 그럴만한 일은 전혀 없었어요..,Yes ... There was nothing like that until I was transferred ...,0.584489
기태 일이 있기 몇 주 전에 전학 갔잖아...,You were transferred a few weeks before anything happened ...,0.625623
예.,Yes.,0.714435
방학도 얼마 안남은 상황에서 급하게 이사 갔잖아...,You moved in a hurry with your vacation shortly ...,0.528230
그냥 집안 사정 때문에 이쪽으로 오게 된 거에요. 저는 재호가 아버님께 왜 저한테 가보라고 한 건지 잘 이해가 안가요... 기태 일이 있기 거의 몇 주 전에 전학 간 거여서 전혀 아는 게 없었거든요...,"I just came here because of my family circumstances. I don't understand why Jaeho asked my father to go to me ... Because I was transferred almost a few weeks ago, I didn't know anything at all ...",0.586971
그럼 기태랑은 전학 간 뒤로는 아예 본적은 없는 거고?,"Then, haven't you seen Ki Tae-rang since you transferred?",0.556340
전학가고 며칠 뒤에 제가 사는 아파트 단지 입구에서 기태가 저를 기다리고 있었어요. 그때 잠깐 인사하고는 그 뒤로 본적은 없어요.,"A few days after my transfer, Gitae was waiting for me at the entrance of my apartment complex. I said hello for a moment and I haven't seen it since.",0.640445
그때 뭔가 이상한 점 없었고?,Was there anything strange at that time?,0.693771
그냥... 이런 저런 얘기를 했는데. 별로 달라보이지는 않았어요. 그냥 짧게 얘기 했어요. 제가 전학 가니까. 작별 인사 하려고 온 거 같았어요. 평소하고 같았어요.,I just ... I said something like this. It didn't look very different. I just said it briefly. I'm transferring. It seemed to be saying goodbye. It was the same as usual.,0.615566
...,...,0.000000
재호 말로는 기태가 성적에 부담을 느꼈다고 하는 거 같던데...,"In Jaeho's words, it seemed that Gitae felt burdened with his grades ...",0.553860
재호가요?,Jaeho?,0.000000
응.,Huh.,0.592923
